,victim_name,victim_race,victim_gender,lynch_date,year,lynch_location,source,latitude,longitude,search_url
4681,bert smith,black,male,9/21/17,1917,"goose creek, harris county, texas",tolnay-beck,29.782049976717655,-95.00221162224008,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=bert+smith&andtext=&dateFilterType=yearRange&page=1&sort=date
4682,rufus moncrief,black,male,9/18/17,1917,"oconee county, georgia",tolnay-beck,33.829579,-83.4275918,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=rufus+moncrief&andtext=&dateFilterType=yearRange&page=1&sort=date
4683,frank little,white,male,8/1/17,1917,"butte, silver bow county, montana",seguin-rigby,46.0131505,-112.536508,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+little&andtext=&dateFilterType=yearRange&page=1&sort=date
4684,henry conly,black,male,6/16/17,1917,"holdenville, hughes county, oklahoma",seguin-rigby,35.0826,-96.3999079,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+conly&andtext=&dateFilterType=yearRange&page=1&sort=date
4685,elijah hay,black,male,6/23/17,1917,"mclennan county, texas",seguin-rigby,31.5487691,-97.2189254,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=elijah+hay&andtext=&dateFilterType=yearRange&page=1&sort=date
4686,ben harper,black,male,6/23/17,1917,"courtney, grimes county, texas",seguin-rigby,30.267461,-96.0643238,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ben+harper&andtext=&dateFilterType=yearRange&page=1&sort=date
4687,samuel cates,black,male,9/13/17,1917,"england, lonoke county, arkansas",tolnay-beck,34.5442609,-91.9690285,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=samuel+cates&andtext=&dateFilterType=yearRange&page=1&sort=date
4688,walter clark,black,male,8/17/17,1917,"pittsylvania county, virginia",seguin-rigby,36.8121678,-79.4364106,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=walter+clark&andtext=&dateFilterType=yearRange&page=1&sort=date
4689,fred johnson,black,male,10/27/17,1917,"new orleans, orleans parish, louisiana",tolnay-beck,27.990117,-82.442835,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=fred+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
4690,claxton dekle,black,male,12/15/17,1917,"metter, candler county, georgia",tolnay-beck,32.397118,-82.0601196,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=claxton+dekle&andtext=&dateFilterType=yearRange&page=1&sort=date
4691,lation scott,black,male,12/2/17,1917,"dyersburg, dyer county, tennessee",tolnay-beck,36.0346393,-89.3857496,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lation+scott&andtext=&dateFilterType=yearRange&page=1&sort=date
4692,dc johnson,black,male,11/17/17,1917,"sale city, mitchell county, georgia",tolnay-beck,31.2643494,-84.0212897,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=dc+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
4693,collins johnson,black,male,11/17/17,1917,"sale city, mitchell county, georgia",tolnay-beck,31.2643494,-84.0212897,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=collins+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
4694,jesse stater,black,male,11/9/17,1917,"spain, near quitman, brooks county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jesse+stater&andtext=&dateFilterType=yearRange&page=1&sort=date
4695,maggie house,black,female,12/20/18,1918,"shubuta, clarke county, mississippi",tolnay-beck,31.8601554,-88.6994851,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=maggie+house&andtext=&dateFilterType=yearRange&page=1&sort=date
4696,major clarke,black,male,12/20/18,1918,"shubuta, clarke county, mississippi",tolnay-beck,31.8601554,-88.6994851,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=major+clarke&andtext=&dateFilterType=yearRange&page=1&sort=date
4697,andrew clarke,black,male,12/20/18,1918,"shubuta, clarke county, mississippi",tolnay-beck,31.8601554,-88.6994851,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=andrew+clarke&andtext=&dateFilterType=yearRange&page=1&sort=date
4698,serapio jimenez,white,male,1/28/18,1918,"porvenir, presidio county, texas",tolnay-beck,30.4184807,-104.8443774,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=serapio+jimenez&andtext=&dateFilterType=yearRange&page=1&sort=date
4699,viviano herrera,white,male,1/28/18,1918,"porvenir, presidio county, texas",tolnay-beck,30.4184807,-104.8443774,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=viviano+herrera&andtext=&dateFilterType=yearRange&page=1&sort=date
4700,james mcillbarren,black,male,2/12/18,1918,"estill springs, franklin county, tennessee",tolnay-beck,35.2706372,-86.1280417,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+mcillbarren&andtext=&dateFilterType=yearRange&page=1&sort=date
4701,bud cosby,black,male,2/17/18,1918,"aberdeen, fayette county, georgia",tolnay-beck,33.4090047,-84.6018742,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=bud+cosby&andtext=&dateFilterType=yearRange&page=1&sort=date
4702,tiburcio jaquez,white,male,1/28/18,1918,"porvenir, presidio county, texas",tolnay-beck,30.4184807,-104.8443774,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=tiburcio+jaquez&andtext=&dateFilterType=yearRange&page=1&sort=date
4703,severiano herrera,white,male,1/28/18,1918,"porvenir, presidio county, texas",tolnay-beck,30.4184807,-104.8443774,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=severiano+herrera&andtext=&dateFilterType=yearRange&page=1&sort=date
4704,alma house,black,female,12/20/18,1918,"shubuta, clarke county, mississippi",tolnay-beck,31.8601554,-88.6994851,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=alma+house&andtext=&dateFilterType=yearRange&page=1&sort=date
4705,george taylor,black,male,11/5/18,1918,"rolesville, wake county, north carolina",tolnay-beck,35.9232862,-78.4573914,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+taylor&andtext=&dateFilterType=yearRange&page=1&sort=date
4706,charles lewis,black,male,12/16/18,1918,"tyler station, fulton county, kentucky",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+lewis&andtext=&dateFilterType=yearRange&page=1&sort=date
4707,thomas devert,black,male,5/19/18,1918,"erwin, unicoi county, tennessee",tolnay-beck,36.1451082,-82.4168055,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+devert&andtext=&dateFilterType=yearRange&page=1&sort=date
4708,mary turner,black,female,5/19/18,1918,"folsom, brooks county, georgia",tolnay-beck,30.84294985,-83.60020402312047,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=mary+turner&andtext=&dateFilterType=yearRange&page=1&sort=date
4709,hayes turner,black,male,5/18/18,1918,"brooks county, georgia",tolnay-beck,30.8336559,-83.5958387,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=hayes+turner&andtext=&dateFilterType=yearRange&page=1&sort=date
4710,chime riley,black,male,5/18/18,1918,"barney, brooks county, georgia",tolnay-beck,31.0081834,-83.5125986,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=chime+riley&andtext=&dateFilterType=yearRange&page=1&sort=date
4711,william thompson,black,male,5/17/18,1918,"barney, brooks county, georgia",tolnay-beck,31.0081834,-83.5125986,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+thompson&andtext=&dateFilterType=yearRange&page=1&sort=date
4712,william head,black,male,5/17/18,1918,"troupville, brooks county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+head&andtext=&dateFilterType=yearRange&page=1&sort=date
4713,eugene rice,black,male,5/17/18,1918,"barney, brooks county, georgia",tolnay-beck,31.0081834,-83.5125986,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=eugene+rice&andtext=&dateFilterType=yearRange&page=1&sort=date
4714,clyde williams,black,male,4/22/18,1918,"monroe, ouachita parish, louisiana",tolnay-beck,32.5248665,-92.1801362,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=clyde+williams&andtext=&dateFilterType=yearRange&page=1&sort=date
4715,berry noyse,black,male,4/22/18,1918,"lexington, henderson county, tennessee",tolnay-beck,35.650903,-88.3933796,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=berry+noyse&andtext=&dateFilterType=yearRange&page=1&sort=date
4716,claude singleton,black,male,4/18/18,1918,"poplarville, pearl river county, mississippi",tolnay-beck,30.8401495,-89.5342315,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=claude+singleton&andtext=&dateFilterType=yearRange&page=1&sort=date
4717,peter bazemore,black,male,3/23/18,1918,"lewiston, bertie county, north carolina",tolnay-beck,36.1229347,-77.1766291,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=peter+bazemore&andtext=&dateFilterType=yearRange&page=1&sort=date
4718,spencer evans,black,male,3/22/18,1918,"crawfordville, taliaferro county, georgia",tolnay-beck,33.5539938,-82.8961899,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=spencer+evans&andtext=&dateFilterType=yearRange&page=1&sort=date
4719,george mcneal,black,male,3/15/18,1918,"monroe, ouachita parish, louisiana",tolnay-beck,32.5248665,-92.1801362,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+mcneal&andtext=&dateFilterType=yearRange&page=1&sort=date
4720,pedro jimenez,white,male,1/28/18,1918,"porvenir, presidio county, texas",tolnay-beck,30.4184807,-104.8443774,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=pedro+jimenez&andtext=&dateFilterType=yearRange&page=1&sort=date
4721,william powell,black,male,2/26/18,1918,"delhi, richland parish, louisiana",tolnay-beck,32.4576421,-91.4931736,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+powell&andtext=&dateFilterType=yearRange&page=1&sort=date
4722,walter best,black,male,2/23/18,1918,"fairfax, barnwell county, south carolina",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=walter+best&andtext=&dateFilterType=yearRange&page=1&sort=date
4723,james jones,black,male,2/26/18,1918,"delhi, richland parish, louisiana",tolnay-beck,32.4576421,-91.4931736,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+jones&andtext=&dateFilterType=yearRange&page=1&sort=date
4724,james lewis,black,male,2/26/18,1918,"delhi, richland parish, louisiana",tolnay-beck,32.4576421,-91.4931736,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+lewis&andtext=&dateFilterType=yearRange&page=1&sort=date
4725,john womack,black,male,5/21/18,1918,"red level, covington county, alabama",tolnay-beck,31.4071111,-86.6121861,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+womack&andtext=&dateFilterType=yearRange&page=1&sort=date
4726,james cobb,black,male,5/23/18,1918,"crisp county, georgia",tolnay-beck,31.9152265,-83.77777,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+cobb&andtext=&dateFilterType=yearRange&page=1&sort=date
4727,john calhoun,black,male,5/24/18,1918,"barnesville, pike county, georgia",tolnay-beck,33.102077137583926,-84.34105694183744,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+calhoun&andtext=&dateFilterType=yearRange&page=1&sort=date
4728,kirby goolsbee,black,male,5/27/18,1918,"woodville, tyler county, texas",tolnay-beck,30.7770894,-94.4185051,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=kirby+goolsbee&andtext=&dateFilterType=yearRange&page=1&sort=date
4729,charles allie thompson,black,male,11/24/18,1918,"culpeper, culpeper county, virginia",tolnay-beck,38.4733823,-77.9961275,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+allie+thompson&andtext=&dateFilterType=yearRange&page=1&sort=date
4730,robert young,white,male,11/17/18,1918,"winston-salem, forsyth county, north carolina",tolnay-beck,36.0998131,-80.2440518,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1918&date2=1919&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=robert+young&andtext=&dateFilterType=yearRange&page=1&sort=date
